label,text
3,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/OQfBuhpYMZ via Hamzei  $$"
3,@DelenaNian4eva_ @Apple chill?
3,"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8"
3,Amazon (AMZN) Ecosystem: The Biggest Threat to #AAPL Stock: amzn Amazon (AMZN) Ecosystem: The Biggest Threat t... http://t.co/A0j0C8TbyW
0,"IVV, #AAPL, XOM, MSFT: ETF Inflow Alert: #Nasdaq: Among the largest underlying components of IVV, in #trading ... http://t.co/RmmeH7uGZm"
1,@apple get cha shit together and fix my phone !!!
3,@TheWeldingRoom @Apple @Monster @redbull You need to try the Ultra Red Monster!
3,@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol
3,@Shampeau @TheWeldingRoom @Apple @Monster @redbull No holds bar huh?
0,RT @Shampeau: @caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol
3,"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso"
3,"@Shampeau @caseypieper @Apple @Monster @redbull 
Ultra Red? ok, I have some research to do... I've seen the coffee, white, blue"
1,@iirwanks ICK YO @apple Autocorrect RUSE
1,Ok I muted the groupchat but I still get notifications uhm @apple what the hell
1,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!
1,"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice..."
5,Loving my #carplay unit in my Honda Fit!  Works great.  I just hope more apps make it to CarPlay!  Come on @Apple!!
3,iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq
1,It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone
3,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/g0NOwucGoG"
3,@apple-dee-ap Early Signs of Liver Damage &amp; How to Strengthen Your Liver http://t.co/miSpGaBjaO
1,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!"
1,@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.
3,Dear @Apple I would like an #iMac with touch screen more than a watch
1,my dad called now my musics arent playing jesus christ @apple problematic
1,fuck you fuck you so much i hate you @apple
3,"#AAPL:In emails, Jobs determined to keep iPod Apple-only...http://t.co/Ox0P6tIhrs"
1,L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation http://t.co/ny9oaj6gXr #AAPL
3,Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely
1,well imessage doesn't work thanks @apple
1,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport
5,"@jengolbeck @Apple Yep, the only jump I'd make from my 5 now is to 5S. At least good deals on 5S now with 6 out."
1,@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(
3,@Apple patents active fall protection system that shifts iPhones in midair http://t.co/UmVw5NeoJC
5,. @Apple is the Most Innovative Company of 2014 http://t.co/h4gqjPyluF via @TechCocktail #innovation
1,Also I've had my iPhone 6 for two days and it's already broken shout out to @apple
1,"Uh, is @Apple making fun of French people (and being rude) in their new iPhone 6 'call from anywhere' ad?! That's how it seemed to me."
3,One Thing Everyone Is Getting Wrong When It Comes To The #Apple Television #aapl http://t.co/S72WXZ4dcq http://t.co/boch9Dbt3Q
3,THE FUTURE OF #APPLE #aapl http://t.co/0MO7dUeyh6 http://t.co/txHppUeWp7
1,I am feeling creatively stifled by the current emoji selection @apple
1,@apple fuck you bitches my phones abrick and stuck on the apple logo
5,We know Raul is just going to LOVE his brand new art supplies!  Thank you @SarahInThisCity @Apple!
3,"AAPL 'buy' reiterated,  target raised to $130 by Bank of America Merrill Lynch $AAPL Brief explanation here:  https://t.co/349ckZlF0v #AAPL"
1,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu"
3,"Stock #Market Today Moving on WMT, #AAPL, and Uber News: Money Morning: The company reported more than 1.5 bil... http://t.co/BQ7JGdBO7k"
3,"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz"
1,One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox
3,Product Hunters: The Functional (And Whimsical) Keyboards for #iOS8 - Forbes #aapl http://t.co/yUGBzFHsNB
3,"Move Aside #Apple and #Google, #Alibaba is Entering the Connected Car Space - Forbes #baba #goog #aapl http://t.co/gOSQlrWvtl"
1,iMessage isn't working thanks @apple
3,@kaitlynpearle @Apple get android
3,@nickruz4 @Apple I can't I just got a new phone /;
1,No at typo changing my words. Get it together @apple
3,$AAPL has 17 analyst ratings in the last 30 days and 94% are positive. Median target: $130 (13% upside). https://t.co/Qpwsx61EZ8 #AAPL
1,"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged"
1,fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple
0,"Myths vs. Reality-Full Time #Trading http://t.co/JH7BMS1Kgb  #stocks
#futures #forex #trader #es #aapl #gpro #eSignal http://t.co/YV1kNhuLR1"
1,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple."
1,@apple I am beginning to think your products are crap
1,my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple
3,"#AAPL:In Emails, Steve Jobs Determined to Keep iPod Apple-Only...http://t.co/ZV2NPesHCw"
1,You need to send me my IPhone before I cancel @tmobile @apple
1,This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one
1,FUCK @apple
1,Liberals should protest corporate greed and throw away all their nifty @apple products. #ShutItDown #DCFerguson
3,Watch Steve Wozniak use #iPhone6 to magically unlock a hotel room #woz @apple http://t.co/xvEO1boalW
1,DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W
3,"@Apple [#Apple] #iPhone7 Release Date Speculations Indicate Sept 2015 Launch, #Apple .... (#Wednesday, 3 #December) http://t.co/anRecOyKuD"
1,"Since all the software updates, my iPhone, iPad and iPod touch will not charge and are royally fucked up @Apple"
1,s/o @apple for this really great charger that works so well! #not
1,Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - http://t.co/8L7VeRuzfs
3,"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts."
3,"#bug @apple #ios #spotlight #search search for twitter app, selecting search the web results are for input BEA #6Plus http://t.co/zasjFA6s4K"
3,#AAPL #iOS8 RT @BenedictEvans Browser share http://t.co/s9SVPYSpjn
1,@apple get your shit together with group chats on ios8
1,"@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR), Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown"
3,#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards
1,"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 

IM HOLDING YOU RESPONSIBLE @apple"
1,. @apple why is my computer so slow
1,RT @mkschuster: . @apple why is my computer so slow
1,"Really need tap-to-tweet back, @apple"
1,"#PeterHewer @Apple iPhone 6 claimed to copy a Chinese smartphone design. Ouch

http://t.co/G8IgaodgPN"
5,Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA
3,@mochasucks @renoxalex @Apple that's what I'm saying!!!!
1,@Landonboyd93 @mochasucks @renoxalex @Apple what about a penis emoji? I'm sick of implying that my dick looks like an eggplant.
5,Love my @apple #macbookpro. Best ever http://t.co/NW0L3w5B7F http://t.co/hau6j9Y489
1,@Apple there isn't a puke emoji I'm pissed fix it fat
3,@RoamingWithRuth @Apple pretty cute guys
1,I have 170 pictures and my storage is full @apple get it together
1,RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together
1,Why #AAPL Stock Had a Mini-Flash Crash: Money Morning: Nothing the analysts suggested would make a widely held... http://t.co/IhMonRcEKX
3,#Apple's Success Has Made It Part Of The 'Payola Scheme': #Apple Inc. (NASDAQ: #AAPL) recently reached a new m... http://t.co/rIsKLh5CqO
1,That would be brilliant! It's sad @Apple doesn't allow Mozilla's better engine @OpenSourceAgent #opensource
1,APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple
1,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs
3,We should be able to name group texts. That would be great @Apple
3,@apple @microsoft @stevejobs @BillGates  common somebody http://t.co/9z0qeiBtlc
1,why is it so difficult to qualify for a #geniusbar appointment at @Apple these days? #unneccessary
3,Do i have to go to @Apple if idr the code? -_-
3,"After-hours buzz: #AAPL, BOBE &amp; more: Check out which companies are making headlines after the bell Tuesday http://t.co/Fa69PY1BjP"
5,Even #Microsoft agrees #iPhone6 is mind blowing. #AAPL #design #product #innovation #mobile http://t.co/4bFUF4NRij
3,. @support @dickc how can anyone logjn &amp; reorder my tweets? I have 2step auth don't share passwords &amp; @apple said I've no malware @pmarca
1,god dammit fuck you @apple
1,RT @yungbaaz: god dammit fuck you @apple
1,@Apple do something you cunt @BarackObama
1,fuck you @apple @iphone
3,The U.S. government accepts donations to reduce the national #debt #fact @BillGates @Oprah @realDonaldTrump @WarrenBuffett @apple @google
3,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL http://t.co/Y7JDYN0mlR
3,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys
1,I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh
1,@apple fuck you
3,#AAPL:The Tell: Apple patents way to save iPhone from dropping and breaking...http://t.co/KG3JlIuGYL
1,"hey @apple can I catch a fucking maverick of a wave on an iPhone?
didn't think so. #SurfsUpSamsung"
3,.@apple there needs to be a finger gun emoji PRONTO.
3,10 best Steve Jobs emails http://t.co/51iykzcBYa #apple @apple
1,"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt"
3,"are u #android or #ios? $aapl #samsung #aapl #ApplePay #apple #GoodMore
#GivingTuesday
#StonerSports
#3YearsOf5SOS
#FlashvsArrow
#stocks"
3,Apple Inc. Goes To Trial on Anti-Trust Charges Today http://t.co/ZgCPIf0w5T #AAPL
1,@Apple What english is this? What do you mean? http://t.co/pZB18o3kVJ
3,"Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/0cuTGtm7fF"
3,@migreyes @dhh thank @apple.
1,Can #iPad conquer the enterprise? Only if @Apple has the guts to license #iOS: http://t.co/0mWOJkycsc
1,@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging
1,yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
1,@FaZeNikan @Apple Wrong @ Homie
1,@FaZeNikan @Apple haha switch to @Android
3,@FaZeNikan @Apple did u overheat it
3,RT @RyansConcepts: @FaZeNikan @Apple Wrong @ Homie
1,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
1,@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.
3,"#Rumors #Surface for @Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/ErwYTy3heX"
1,"@FaZeNikan @Apple lol iPhone,weak. Get on that Lumia level bruh"
5,Great FCP X update from @apple today. That will do nicely! #video # editing
1,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
3,Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/FfOBuzQ7VI
1,still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p
5,# Dyslexic iPhone 6 Users rejoice! Thanks to @apple and 'voice text' hard to spell words are a thing of the past! http://t.co/wjJfLYZme3
1,@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%
1,Realised the reason @apple make huge phones is because they f**ked Safari up by not allowing us to hide the address bar
1,still can't merge multiple apple-id's @apple #fail http://t.co/CDvtUjnqgu
3,Intel And Inevitability - http://t.co/gIZLUhRphw #AAPL #INTC #MCHP
1,why is there no black heart emoji @apple
3,Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL
3,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
3,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/eSUoXuE4lr
3,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf
3,@Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.
3,RT @Stuff_SG: The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf
3,OH MY GOD. DONT PLAY WITH ME. FORREAL. @Apple
3,@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL
3,"@Apple patents active fall protection system that shifts #iPhone in midair http://t.co/76QWGA6ml7 #Technology
#FYI"
3,#AAPL:Don't Confuse Morgan Stanley Decreasing Apple's Weighting By 1% With B...http://t.co/5jWelm30vM
5,RT @pyalot: @Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.
3,@FaZeNikan @Apple restart it or wait till next Apple update happens to me
1,". @apple diag and support suck a lot! It says 'cannot connect server, try again', then 'ticket not found' #disgusting http://t.co/ARyYbxOdox"
3,"http://t.co/D2TeKpbQyw
@Apple Default search engine"
3,"GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH"
5,"Brilliant Tech! No more broken screens in #festivals, @Apple via @techcrunch http://t.co/o6HfU1n1il http://t.co/2ocWnFeyNe"
3,"UPDATE 2-Steve Jobs emails featured in Apple iPod U.S. antitrust trial $AAPL #aapl
http://t.co/ZIlhjZvY61"
3,"'A lot of times, people don't know what they want, until you show it to them.' - Steve Jobs #AAPL #Apple"
1,I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right
1,WHY? WHY HAVE YOU PUT GAY STUFF IN MY FUCKING IPHONE @apple http://t.co/r7BrJShrXK
3,"#Rumors #Surface for @@Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/dC5O4hRKNn"
1,.@apple why do your computers like to crash on dead week before finals?
1,@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.
1,@Apple fix your apps.... If I click play it ain't playin'..... So it ain't really a play button is it?
1,I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO
1,It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple
1,@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+
3,"Apple Bears Get Fat Payout From Stock Swoon; the 60-Second Plunge $AAPL #aapl
http://t.co/RffvQbdl7Z"
3,@GMONEYizME @Apple how so true; making sales off their accessories!
1,'@GMONEYizME: I've probably spent more on replacing non functioning Iphone cables than I've spent on iPhones @apple' - #SwitchToLumia
1,"L.A. school district halts iPad contract as FBI seizes documents $AAPL #aapl
http://t.co/BTJokQnriy"
3,"Great coverage @EPro of @comscore 's Cyber Monday data, but show me the top items by store, like this for @apple http://t.co/rfZnOaCG7c"
1,@Siri @Apple @SteveJobs @alarmthatdidntgooff this is disrespectful
5,"Apple's iOS devices accounted for 78% of record setting Cyber Monday mobile sales $AAPL #aapl
http://t.co/7ixmkG9cb4"
3,"@Apple have patented an #iPhone drop protection mechanism. Is the is end of #crackedscreens?
http://t.co/Tea3fu5wfX http://t.co/v4J11CPyYy"
5,You're probably reading this on an iPhone built by the largest company around #AAPL They broke more records http://t.co/GpCQIgWMXm #impress
1,How is 'never' interpreted as 'ask me again annoyingly soon' when iOS apps ask to be rated?  @apple tell your devs never means NEVER
5,"Apple's iPhone Crushes Samsung's Galaxy by More than 6 to1 in Japan $AAPL #aapl
http://t.co/6hDOWuO2uV"
5,"@Apple [#Apple] #sales soar after launch of #iPhone6. (#Wednesday, 3 #December) http://t.co/QrV3LxeVgm"
3,"As Apple still struggles to meet iPhone 6 demand, Canaccord raises price target to $135  $AAPL #aapl
http://t.co/IrZI8Q8F9r"
3,"@CadeRageous Thx RT .@Apple Own 2600 digital languages (IP) = NEW #internet Leader,10% of cost of #DIY .@googlenexus http://t.co/sQv0FmaPGO"
5,So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch
3,"RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH"
3,"SP500 Technology Bull% Index: The Apple Experiment ?  $SPY, $SPX, $ES_F, $XLK, $AAPL #aapl  http://t.co/RjnT7rnbBi"
3,"Technical Observation of the Day: Tested the 20 DMA on Apple $AAPL #aapl
http://t.co/6EJ6Mbv44f"
3,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL #AAPL
3,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL
3,"In emails, Jobs determined to keep iPod Apple-only  $AAPL #aapl
http://t.co/JwK4grA7Zq"
3,"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
0,We love cocktails here at @Apple Jacks and we want to share some of our favourite cocktails with you! Pop in... http://t.co/jC4EkbSTn3
3,"@Apple working on making next phone drop in the safest way all the time...like a cat
http://t.co/dQBmgZydoY"
3,#Apple's Recent Pullback A Buy Opportunity #AAPL http://t.co/YEAmT2V5qf
3,#Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Again' #aapl http://t.co/yHMmbvye9f
3,"In a Bay Area Courtroom, Lawyers Hit Replay on @Apple History, via @nytimes #antitrust @itunes #ipod  http://t.co/tsQ9dUrK6B"
1,#SteveJobs' Emails Show How He Wanted To Smear Competitors As ' #Hackers' #aapl http://t.co/BYJ0ZR62AV
1,@Apple Stop liking man.
3,"Why Even Apple Is Surprised by the Enormous Demand for the iPhone 6 $AAPL #aapl
http://t.co/rwGf20VByx"
3,"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL #aapl 
http://t.co/ueCSTwoPcp"
1,YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW
3,TheStreet:  Why Even #Apple Is Surprised by the Enormous Demand for the #iPhone6. #aapl http://t.co/lIicDmSVsj
3,Steve Jobs' Snarky Testimony Takes Center Stage in iPod Class-Action Lawsuit Opening http://t.co/Nxet3fEO5Q #AAPL
3,#JimCramer you used the same logic to explain #TOL earnings during the paek in housing..Its a retailer..#AAPL just like #AMZN  not tech.
5,RT @ConsumerFeed: Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL
3,BLOCK TRADE detected in #AAPL
3,#iPhone6S Rumors Point To A CuriousåÊEarly 2015 Release - Forbes #aapl http://t.co/YGHgLCjbfK
3,"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
5,Go Apple! Looks like a little squeeze again :) #aapl $stocks
3,Is apple fairly valued at $115? #aapl #ios #AppleWatch #ApplePay #apple #iPhone6 #iPhone6Plus #stocks #finance #stocks #trading #samsung
3,@apple #iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/CNl4d6nlsp
3,Butterfingers and @Apple do mix: @#applinsider: patents active fall protection system that shifts iPhones in midair http://t.co/qM52Rml6c9
3,#ApplePay Partner #Stripe Valued at $3.5 Billion in Funding #aapl http://t.co/5KRh8CJDMB
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM"
3,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM"
1,"My 17' MacBook Pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple http://t.co/xZ4Wb3dm73"
3,@jakeflem @Apple what year is it?
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/27JnTFmO0i"
3,@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair
1,GOSH DARNIT @Apple I DONT KNOW WHAT THE CLOUD IS
3,#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn
3,"@jakeflem @Apple I had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4"
3,"Big Spending by Consumers on Cyber Monday

#CyberMonday, #PayPal, #Apple, #AAPL, #eBay, #WalMart, #WMT, #Sales,... http://t.co/pB6WltjTzZ"
3,"Allowing @Apple final creative authority, @Chase will debut the first spot featuring #ApplePay this week. http://t.co/lnve19yw7G"
3,"Apple CEO Tim Cook Talks Technology With Senator Orrin Hatch During Washington, D.C. Trip http://t.co/Nzd3IIMIBV #AAPL"
1,@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f
1,tell ur update to stop capitalizing everything @apple
1,@SSComposer @Apple seems to ignore any key presses like command r and is just doing its own thing.
3,#AAPL now moves a point faster the a New York driver changes lanes.
1,@briannaUrie @Apple Their autocorrect is so shit too
1,"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :("
5,"#Kantar: @Apple [#Apple] On Track For 'Record Quarter' As #iPhone6 Sales Bump Up Its .... (#Wednesday, 3 #December) http://t.co/HDmGr8fwYA"
1,@SaifBinS3eed @Apple get the cloud to butt extension on your web browser
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/rFeLByukN6"
1,http://t.co/N87ZYWyaKQ #YotaPhone2 is the future of cell phones. @apple and @samsung should be scared.
5,CNBCTV:  #Cramer: #Apple has no real competition #aapl http://t.co/8cYgzEZQPN
1,CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu
3,"APPLE Intraday Comments - Updated RANGE , - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
0,"Opinions of 20K doctors on #Fitbit &amp; @Apple's #HealthKit
http://t.co/wkLwORDA0Q
@KarthikPMO @MMA_4U @vr_ias @AMANet @AIMAIndia
#HealthCare"
3,@umo_games @Apple thanks for the tip! Seemed to do something but still pretty much the same. :(
1,@jokigenki @Apple I think it's like 2011? Can't look right now.
3,"Trademark Confusion: Apple's App Store Trademark was rejected in Australia, approved in Europe  Canada  $AAPL #aapl
http://t.co/m1Wt4QFYD1"
1,"Lowkey, Yosemite trash af I cant use my logic express 9 anymore @Apple yall irritating the fuck outta me - Sincerely a disgruntled person"
3,@jimcramer Tks for setting the record straight for @apple investors!!!
1,@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board
5,@jakeflem @Apple  Sorry that you're going through that hope you get this fix it was a real pain for us too  but Apple care cover it for free
3,@alzaabi741 @Apple I wish I could man.. I wish I could..
1,They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite
1,@_LanaCarine_ @Apple doesn't have a twitter @Applebees this is your problem now
3,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom
1,@umo_games @Apple yeah no AppleCare here haha.
3,transpartent resin infused #composite structures by @apple http://t.co/10yd6g3wK7
5,"Huge iPhone 6 Sales Push iOS market Share Up Worldwide: Report $AAPL #aapl
http://t.co/Ogook0fGLQ"
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Yv3QE2BGxD"
3,Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss @Apple #antitrust case in California federal court http://t.co/LClHnQMOKf
0,"#Samsung Sale Puts Spotlight On The Buyer, #Corning #GLW  #AAPL #SSNLF http://t.co/oFQx1Go5eL"
5,"Taking Apple's Lead, Amazon Gets Physical - News - Harvard Business School http://t.co/UensGejRaJ @HBS @Apple"
3,Rumors Surface for #Apple #iPhone6S and #iPhone7 in 2015 #aapl http://t.co/Qinl78BI0D
3,@Apple s new patent against broken screens http://t.co/l2KQQhV8dp  @TechCrunch #tech #iphone #business #innovation http://t.co/LVMNZPg36F
0,@carlquintanilla @CNBC  Where would we be..if only #AAPL was in the Dow. sarc..
1,Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple
3,@Apple s new patent against broken screens http://t.co/LSwPdLt8UD  @TechCrunch #tech #iphone #business #innovation
5,7 awesome paid #iPhone and #iPad apps that are free for a limited time via @BGR #aapl http://t.co/AAAkSIIgP0
3,@wdtuts @baxleyglass does because one belongs to @Apple and the other to @Ang and the third is from @Adobe via #employeediscount.
3,"#VerrÌ_cktes #GerÌ_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/scANaAuNPe"
1,Did anyone update their Yosemite? My macbook is running like shit. @apple #apple
3,RT @hypebot: Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple
5,"Kantar: iPhone 6 helps Apple gain share over Android, iPhone 5c outselling iPhone 6 Plus in US $AAPL #aapl
http://t.co/YLL678kOkn"
1,"@jakeflem @Apple That sucks, don't know what it cost in dollars but for us that was å£400 :("
3,#Google #Chromecast Surpasses #Apple TV In U.S. Sales http://t.co/dgebBbU5vq #aapl #amazon #amazonfiretv #amzn #appletv
3,RT @KirkYuhnke: What do you think? Want an @Apple #Watch? http://t.co/7HjDjQ1iAb
3,#AAPL:Google tops Apple...//feeds.foxbusiness.com/~r/foxbusiness/video/~3/-DbuiO5m0_M/
3,"@jakeflem @Apple take it in. that's a faulty graphics card which was recalled. had exact prob, they replaced mine (for free) out of warranty"
3,MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster
3,MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing
3,iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing
3,iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox
3,.@Apple patents new reflex drop technology for #Mobile devices|learn how this could come in handy #MobileDose http://t.co/BSGtvfPc5B
1,"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten"
